readId,taxonId,minimizKmersHitsTaxon|totMinimizKmers
@mitoc>NC_044445.1 Nothobranchius kuhntae strain MZCS528 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_044446.1 Epiplatys spilargyreius strain Pool Malebo mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_044448.1 Nothobranchius ocellatus strain Mkongo mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_044449.1 Pronothobranchius seymouri strain Accra mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_015099.1 Beta vulgaris subsp. maritima mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_049868.1 Spirocodon saltatrix mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025615.1 Leucosticte arctoa mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_025644.1 Carangoides equula mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_025646.1 Ochetobius elongatus mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025634.1 Araneus ventricosus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_044451.1 Aphyosemion australe strain gold mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025645.1 Cerion incanum mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_044452.1 Aphyosemion gabunense mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_025647.1 Tenuibranchiurus glypticus mitochondrion  complete genome$errorrate$0.05,3978,1|239
@mitoc>NC_034280.1 Pachliopta aristolochiae mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034282.1 Rhombodera brachynota mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_034283.1 Hierodula patellifera mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_069188.1 Sepia orbignyana isolate CEP025 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_071216.1 Abies koreana mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034284.1 Rhombodera valida mitochondrion  complete genome$errorrate$0.01,1682,1|222
@mitoc>NC_034288.1 Macrotermes yunnanensis isolate D50 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_069192.1 Octopus salutii isolate CEP115 mitochondrion  complete genome$errorrate$0.01,3733,2|200
@mitoc>NC_069191.1 Scaeurgus unicirrhus isolate CEP114 mitochondrion  complete genome$errorrate$0.01,648,1|264
@mitoc>NC_020153.1 Taenia martis mitochondrial DNA  complete genome  isolate: TmaCr$errorrate$0.01,?,?|?
@mitoc>NC_020148.1 Phlebia radiata strain 79 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_021090.1 Timelaea maculata mitochondrion  complete genome$errorrate$0.01,3183,1|221
@mitoc>NC_020155.1 Geotrypetes seraphini mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_054179.1 Spodoptera exempta mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_054187.1 Tachysurus virgatus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_021092.1 Vigna angularis mitochondrial DNA  complete sequence$errorrate$0.05,?,?|?
@mitoc>NC_023786.1 Parazacco spilurus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_035602.1 Microcebus lehilahytsara isolate TAD4.32 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_035605.1 Cheirogaleus sibreei isolate JOZO4.17 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_054189.1 Basilepta fulvipes mitochondrion  complete genome$2pointsRearrangement$NA,3696,1|216
@mitoc>NC_023787.1 Phodilus badius mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_054190.1 Syrphus ribesii mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_023789.1 Hynobius maoershanensis mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_023788.1 Sagittarius serpentarius mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_058857.1 Klossia helicina mitochondrion  complete genome$errorrate$0.01,3903,2|198
@mitoc>NC_042755.1 Sinella curviseta strain NJ mitochondrion  complete genome$errorrate$0.05,1671,1|243
@mitoc>NC_023796.1 Adelphocoris fasciaticollis mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_058856.1 Klossia razorbacki mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_023794.1 Megaselia scalaris mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_044457.1 Nothobranchius kafuensis strain Kayuni state farm mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_042754.1 Parocnus serus voucher UF 75452 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_044454.1 Aphyosemion cyanostictum voucher AMNH-I-262946 mitochondrion  complete genome$errorrate$0.01,2954,1|198
@mitoc>NC_044456.1 Epiplatys grahami mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_023795.1 Macaca assamensis mitochondrion  complete genome$errorrate$0.01,3621,1|246
@mitoc>NC_044459.1 Nothobranchius thierryi strain Ada mitochondrion  complete genome$errorrate$0.05,510,2|289
@mitoc>NC_044458.1 Scriptaphyosemion cauveti strain Kindia mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_044460.1 Nothobranchius foerschi strain Soga mitochondrion  complete genome$2pointsRearrangement$NA,?,?|?
@mitoc>NC_025568.1 Myotis davidii mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025516.1 Mustela erminea mitochondrion  complete genome$2pointsRearrangement$NA,?,?|?
@mitoc>NC_025643.1 Elaphe davidi mitochondrion  complete genome$errorrate$0.01,1772,1|237
@mitoc>NC_025472.1 Solenosmilia variabilis voucher 94287 mitochondrion  complete genome$errorrate$0.01,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@mitoc>NC_025565.1 Megalaspis cordyla mitochondrion  complete genome$errorrate$0.05,3158,1|215
@mitoc>NC_061024.1 Turbo cornutus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_069976.1 Enteromius thysi mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_069979.1 Graphium antiphates mitochondrion  complete genome$errorrate$0.05,2987,1|218
@mitoc>NC_069977.1 Opimothrips tubulatus mitochondrion  complete genome$errorrate$0.01,1351,1|220
@mitoc>NC_069980.1 Agrilus discalis mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_069985.1 Cirroctopus glacialis isolate A200013 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_069981.1 Anabropsis maguanensis mitochondrion  complete genome$errorrate$0.05,3961,1|231
@mitoc>NC_034292.1 Ellobium chinense mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_069984.1 Opisthoteuthis californiana isolate A200005 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_034296.1 Glaucidium cuculoides mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034294.1 Thymallus baicalolenensis isolate TBL-B1 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_069190.1 Bathypolypus sponsalis isolate CEP034 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034297.1 Daphnia galeata mitochondrial DNA  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_020138.1 Dermophis mexicanus mitochondrion  complete genome$errorrate$0.01,1526,1|169
@mitoc>NC_020140.1 Hypogeophis rostratus mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_020137.1 Caecilia volcani mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_054215.1 Diplophyllum taxifolium mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_020150.1 Neoscopelus macrolepidotus mitochondrial DNA  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_054214.1 Douinia plicata mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_023797.1 Metzia mesembrinum mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_021100.1 Paphnutius ruficeps mitochondrion  complete genome$errorrate$0.01,1096,1|199
@mitoc>NC_054216.1 Diaporthe nobilis mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_021104.1 Naegleria fowleri mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_020139.1 Gymnopis multiplicata mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_020151.1 Lampadena atlantica mitochondrial DNA  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_020136.1 Boulengerula boulengeri mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_042756.1 Lactuca sativa cultivar Salinas mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_023799.1 Onychostoma macrolepis mitochondrion  complete genome$errorrate$0.05,2645,1|273
@mitoc>NC_023806.1 Lamprotula gottschei mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_023807.1 Maccullochella peeli mitochondria  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_023808.1 Pastinachus atrus mitochondria  complete genome$errorrate$0.05,723,1|283
@mitoc>NC_058580.1 Puliciphora borinquenensis mitochondrion  complete genome$2pointsRearrangement$NA,?,?|?
@mitoc>NC_042759.1 Sarcophaga princeps mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_042761.1 Steno bredanensis voucher CRI008296 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_044466.1 Hepatozoon catesbianae mitochondrion  complete genome$errorrate$0.01,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@mitoc>NC_044472.1 Sardinella fijiensis mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_044469.1 Gammarus lacustris mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_025567.1 Reticulitermes chinensis mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025569.1 Tyspanodes hypsalis mitochondrion  complete genome$errorrate$0.05,3086,1|256
@randoSequence$randomSequence$NA,?,?|?
@mitoc>NC_025571.1 Cyclograpsus granulosus complete mitochondrial genome$errorrate$0.01,?,?|?
@mitoc>NC_053051.1 Serilophus lunatus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_043928.1 Dorcus hansi mitochondrion  complete genome$errorrate$0.01,548,1|280
@mitoc>NC_069987.1 Cirroteuthis muelleri isolate A200023 mitochondrion  complete genome$errorrate$0.05,303,2|260
@mitoc>NC_069988.1 Cirrothauma magna isolate A200026 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_025610.1 Haemorhous mexicanus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_029641.1 Medicago truncatula mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_069986.1 Cirrothauma murrayi isolate A200019 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_025611.1 Passer domesticus mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_053052.1 Oxyruncus cristatus mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034298.1 Nihonotrypaea harmandi mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_069990.1 Luteuthis dentatus isolate A200411 voucher NIWA 95257 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_069992.1 Bathypolypus ergasticus isolate A201508 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_069311.1 Chironomus kiiensis mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_030900.1 Ophioglossum californicum isolate v14 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034302.1 Lyonsia norwegica voucher L_norwegica_29Jun15 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034300.1 Bryopa lata voucher Bryopa_29Jun15 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_034303.1 Myadora brevis voucher M_brevis_29Jun15 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_034301.1 Euciroa cf. queenslandica STW-2017 voucher E_queens_29Jun15 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_069989.1 Opisthoteuthis massyae isolate A200187 voucher NHMUK 20200399 mitochondrion  complete genome$errorrate$0.05,928,1|215
@mitoc>NC_034306.1 Rhinolophus thomasi mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_034305.1 Laternula truncata voucher L_truncata_29Jun15 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_034307.1 Dicrostonyx hudsonius mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_021106.1 Salamandrella tridactyla isolate SS77 mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_021108.1 Pleodorina starrii mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_021107.1 Hippocampus trimaculatus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_021112.1 Clathrina clathrus chromosome 6 mitochondrion  complete sequence$errorrate$0.05,?,?|?
@mitoc>NC_021114.1 Clathrina clathrus chromosome 4 mitochondrion  complete sequence$errorrate$0.05,?,?|?
@mitoc>NC_021113.1 Clathrina clathrus chromosome 5 mitochondrion  complete sequence$errorrate$0.05,?,?|?
@mitoc>NC_023780.1 Ratufa bicolor mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_023781.1 Abbottina rivularis mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_023782.1 Chabertia erschowi mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_023791.1 Helicoverpa punctigera mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_042762.1 Crocidura fuliginosa mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_042765.1 Psittacula eupatria mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_058585.1 Helianthus tuberosus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_042764.1 Dermacentor everestianus mitochondrion  complete genome$errorrate$0.05,149,1|295
@randoSequence$randomSequence$NA,?,?|?
@mitoc>NC_058588.1 Diopatra cuprea voucher UF:009278 mitochondrion  complete genome$errorrate$0.05,2190,1|220
@mitoc>NC_058584.1 Helianthus occidentalis mitochondrion  complete genome$errorrate$0.05,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@mitoc>NC_044483.1 Ramalina intermedia voucher 44717 mitochondrion  complete genome$errorrate$0.05,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@mitoc>NC_044484.1 Limonia phragmitidis mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_042768.1 Andrena chekiangensis mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_036340.1 Rhodotorula mucilaginosa strain RIT389 mitochondrion  complete genome$errorrate$0.05,3556,1|247
@mitoc>NC_025624.1 Hemignathus stejnegeri mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025612.1 Loxops coccineus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_025620.1 Vestiaria coccinea mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025500.1 Fulica atra mitochondrion  complete genome$errorrate$0.01,2516,2|236
@mitoc>NC_025622.1 Hemignathus parvus mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_025637.1 Vanellus vanellus mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_016118.1 Brassica oleracea mitochondrion  complete genome$errorrate$0.01,?,?|?
@mitoc>NC_061027.1 Psammophis lineolatus voucher GXG311 mitochondrion  complete genome$errorrate$0.05,?,?|?
@mitoc>NC_061029.1 Drupella rugosa mitochondrion  complete genome$errorrate$0.01,149,1|246
@virus>NC_001798.2 Human herpesvirus 2 strain HG52  complete genome$errorrate$0.01,315,1|226
@mitoc>NC_026831.1 Gracilaria chilensis voucher CNU050183 mitochondrion  complete genome$errorrate$0.05,933,1|246
@mitoc>NC_068059.1 Parasteatoda cingulata mitochondrion  complete genome$errorrate$0.01,?,?|?
@virus>NC_030692.1 Borna disease virus 2  complete genome$errorrate$0.05,?,?|?
@virus>NC_027892.1 Canary bornavirus 2  complete cds$errorrate$0.05,?,?|?
@mitoc>NC_068062.1 Haematopota turkestanica isolate Heilongjiang mitochondrion  complete genome$errorrate$0.01,?,?|?
@virus>NC_029549.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 2  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029553.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 6  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029550.1 High Plains wheat mosaic emaravirus segment 3  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029552.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 5  complete sequence$errorrate$0.05,?,?|?
@virus>NC_029554.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 7  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029642.1 Aquatic bird bornavirus 1  complete genome$errorrate$0.01,?,?|?
@virus>NC_001607.1 Borna disease virus 1  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029551.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 4  complete sequence$errorrate$0.01,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@virus>NC_029572.1 Raspberry leaf blotch virus isolate Pittenweem segment RNA7  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029570.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 1  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029561.1 Raspberry leaf blotch virus segment RNA5  complete genome$errorrate$0.01,?,?|?
@virus>NC_029560.1 Raspberry leaf blotch virus segment RNA4  complete genome$errorrate$0.05,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@virus>NC_029571.1 Raspberry leaf blotch virus isolate Pittenweem segment RNA6  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029559.1 Raspberry leaf blotch virus segment RNA3  complete genome$errorrate$0.05,?,?|?
@virus>NC_029555.1 High Plains wheat mosaic virus isolate Nebraska segment RNA 8  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029568.1 Fig mosaic virus RNA6 gene for p6 protein  genomic RNA  isolate Gr10$errorrate$0.01,?,?|?
@virus>NC_029567.1 Raspberry leaf blotch virus segment RNA1  complete genome$errorrate$0.01,?,?|?
@virus>NC_029564.1 Fig mosaic virus mRNA for P4 protein (RNA4 gene)  isolate Gr10$errorrate$0.05,?,?|?
@virus>NC_029563.1 Fig mosaic virus mRNA for putative nucleocapsid protein (N gene)  isolate Gr10$errorrate$0.05,?,?|?
@virus>NC_029569.1 Pigeonpea sterility mosaic emaravirus 1 segment RNA5  viral cRNA for p5 (p5 gene)$errorrate$0.01,?,?|?
@virus>NC_029562.1 Fig mosaic virus mRNA for RNA-dependent RNA polymerase (RdRp gene)$errorrate$0.01,1566,1|270
@virus>NC_029566.1 Fig mosaic virus RNA5 gene for p5 protein  genomic RNA  isolate Gr10$errorrate$0.01,?,?|?
@virus>NC_029575.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA1  RdRp gene for RNA dependent RNA polymerase  genomic RNA$errorrate$0.05,?,?|?
@virus>NC_029565.1 Fig mosaic virus mRNA for putative glycoprotein precursor (RNA-2 gene)  isolate Gr10$errorrate$0.05,?,?|?
@virus>NC_029574.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA3  gene for putative nucleocapsid protein  genomic RNA$errorrate$0.01,?,?|?
@virus>NC_029578.1 Blueberry shoestring virus genomic RNA  polyprotein  strain: BSSV$errorrate$0.05,?,?|?
@virus>NC_029617.1 Lake Sarah-associated circular virus-28 isolate LSaCV-28-LSGA-2013  complete sequence$errorrate$0.01,?,?|?
@virus>NC_029557.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA4  gene for putative movement protein  genomic RNA$errorrate$0.01,?,?|?
@virus>NC_017936.1 Bat sapovirus TLC58/HK  complete genome$errorrate$0.01,?,?|?
@randoSequence$randomSequence$NA,?,?|?
@virus>NC_029556.1 Pigeonpea sterility mosaic emaravirus 1  segment RNA2  gene for putative glycoprotein precursor  genomic RNA$errorrate$0.01,?,?|?
@virus>NC_017937.1 Nariva virus  complete genome$errorrate$0.05,?,?|?
@virus>NC_017977.1 Vallota speciosa virus  complete genome$errorrate$0.01,?,?|?
@virus>NC_017862.1 Equine papillomavirus 3  complete genome$errorrate$0.01,?,?|?
@virus>NC_017967.1 Hippeastrum mosaic virus  complete genome$errorrate$0.05,?,?|?
@virus>NC_029648.1 Cotton leaf curl Shadadpur virus  complete genome  isolate Sha$errorrate$0.01,?,?|?
