taxon_id,taxon_name,genome_coverage,read_depth
3379,>MEG_7190|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,1|224,1
3382,>MEG_7193|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,1|208,1
3383,>MEG_7194|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,1|217,1
3386,>MEG_7197|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation,1|202,1
3399,>MEG_7250|Drugs|Mycobacterium_tuberculosis-specific_Drug|Para-aminosalicylic_acid_resistant_mutant|THYA|RequiresSNPConfirmation,1|272,1
3400,>MEG_7253|Drugs|betalactams|Class_A_betalactamases|TLA,1|333,1
3403,>MEG_7256|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|TLRC,6|568,2
3404,>MEG_7257|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TLRCM,3|571,1
3424,>MEG_7290|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGC,1|489,1
3431,>MEG_7303|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,1|401,1
3443,>MEG_7322|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_regulator|TUNR,1|435,1
3444,>MEG_7323|Metals|Tungsten_Resistance|Tungsten_ABC_efflux_pumps|TUPA,1|308,1
3448,>MEG_7327|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|TVAA,1|516,1
3450,>MEG_7329|Drugs|Fosfomycin|Fosfomycin_target_mutation|UHPT|RequiresSNPConfirmation,3|495,1
3459,>MEG_7391|Drugs|Glycopeptides|VanE-type_resistance_protein|VANE,1|134,1
3460,>MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,1|413,1
3470,>MEG_7454|Drugs|Glycopeptides|VanA-type_regulator|VANRA,2|163,1
3490,>MEG_7484|Drugs|Glycopeptides|VanN-type_regulator|VANRN,1|250,1
3496,>MEG_7498|Drugs|Glycopeptides|VanC-type_regulator|VANSC,2|405,1
3506,>MEG_7509|Drugs|Glycopeptides|VanD-type_regulator|VANSD,1|194,1
3508,>MEG_7511|Drugs|Glycopeptides|VanE-type_regulator|VANSE,3|409,2
3509,>MEG_7514|Drugs|Glycopeptides|VanL-type_regulator|VANSL,1|401,1
3515,>MEG_7525|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,1|784,1
3519,>MEG_7529|Drugs|Glycopeptides|VanC-type_resistance_protein|VANTC,1|408,1
3522,>MEG_7532|Drugs|Glycopeptides|VanG-type_resistance_protein|VANTG,1|373,1
3523,>MEG_7533|Drugs|Glycopeptides|VanL-type_resistance_protein|VANTML,1|362,1
3547,>MEG_7606|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,1|250,1
3550,>MEG_7609|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,1|237,1
3556,>MEG_7620|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATA,1|238,1
3558,>MEG_7622|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATB,1|231,1
3561,>MEG_7633|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATF,1|233,1
3574,>MEG_7670|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXC,1|418,1
3583,>MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,2|545,1
3584,>MEG_7688|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAB,4|658,3
3585,>MEG_7689|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAD,1|594,1
3609,>MEG_7794|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEK,1|1143,1
3616,>MEG_7801|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEZ,1|1142,1
3617,>MEG_7802|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VMLR,2|648,1
3621,>MEG_7806|Drugs|Lipopeptides|Daptomycin-resistant_mutant|WALK|RequiresSNPConfirmation,3|662,2
3633,>MEG_7820|Biocides|Acid_resistance|Acid_resistance_protein|YDEP,1|819,1
3636,>MEG_7828|Metals|Copper_resistance|Copper_resistance_protein|YFMO,1|427,1
3653,>MEG_7847|Metals|Zinc_resistance|Zinc_resistance_protein|ZIAA,3|793,1
3661,>MEG_7859|Metals|Zinc_resistance|Zinc_resistance_protein|ZNUC,2|289,1
3678,>MEG_8678|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation,52|130,1
3679,>MEG_8687|Drugs|Mycobacterium_tuberculosis-specific_Drug|MDR_mutant_promoter|RV0678|RequiresSNPConfirmation,1|175,1
3695,>MEG_8073|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,4|694,3
3696,>MEG_8074|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|DHPS|RequiresSNPConfirmation,12|820,7
3697,>MEG_8242|Drugs|Multi-drug_resistance|MDR_mutation|MDR|RequiresSNPConfirmation,13|1597,8
3712,>MEG_8156|Drugs|betalactams|Class_C_betalactamases|IDC,1|257,1
3721,>MEG_8230|Drugs|Lipopeptides|Colistin-resistant_mutant|LPSA,7|297,2
3727,>MEG_8036|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|CPRS,1|454,1
3732,>MEG_8258|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRF,1|522,1
3733,>MEG_8261|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRH,2|512,1
3743,>MEG_8061|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA,1|196,1
3755,>MEG_7899|Drugs|betalactams|Class_C_betalactamases|ACT,7|49,1
3761,>MEG_7918|Drugs|betalactams|Class_C_betalactamases|ADC,4|63,2
3763,>MEG_7926|Drugs|betalactams|Class_C_betalactamases|ADC,5|29,2
3766,>MEG_7938|Drugs|betalactams|Class_C_betalactamases|ADC,2|10,1
3776,>MEG_7965|Drugs|betalactams|Class_C_betalactamases|ADC,1|119,1
3790,>MEG_7995|Drugs|betalactams|Class_B_betalactamases|BLAB,1|26,1
3797,>MEG_8060|Drugs|betalactams|Class_B_betalactamases|CVI,1|270,1
3804,>MEG_8112|Drugs|betalactams|Class_B_betalactamases|GOB,2|53,1
3850,>MEG_8411|Drugs|betalactams|Class_D_betalactamases|OXA,1|150,1
3865,>MEG_8273|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORC,1|502,1
3871,>MEG_8689|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALC,4|612,2
3875,>MEG_8262|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRL,4|576,1
3877,>MEG_8246|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFJ,2|446,2
3881,>MEG_8095|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSY,3|135,3
3883,>MEG_8640|Drugs|betalactams|Class_C_betalactamases|PRC,3|391,1
3895,>MEG_8154|Drugs|Spiropyrimidinetriones|Zoliflodacin-resistant_DNA_topoisomerases|GYRBZ|RequiresSNPConfirmation,89|914,1
3897,>MEG_8455|Drugs|betalactams|Penicillin_binding_protein|PBP1|RequiresSNPConfirmation,29|408,1
3898,>MEG_8723|Drugs|Pleuromutilin|Pleuromutilin-resistant_23S_rRNA_mutation|UL3|RequiresSNPConfirmation,1|223,1
3900,>MEG_8152|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,2|907,1
3901,>MEG_8458|Drugs|betalactams|Penicillin_binding_protein|PBP3|RequiresSNPConfirmation,1|706,1
3903,>MEG_8454|Drugs|betalactams|Penicillin_binding_protein|PBP1|RequiresSNPConfirmation,2|782,1
3905,>MEG_8673|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,1|1749,1
3913,>MEG_8721|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|TOPR,76|477,1
3917,>MEG_8248|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD1,1|1031,1
3934,>MEG_8719|Drugs|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,1|425,1
3946,>MEG_8423|Drugs|betalactams|Class_D_betalactamases|OXA,1|107,1
3961,>MEG_8440|Drugs|betalactams|Class_D_betalactamases|OXA,4|210,3
3971,>MEG_8438|Drugs|betalactams|Class_D_betalactamases|OXA,1|280,1
3978,>MEG_8714|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET63,3|500,3
3986,>MEG_8700|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_ABC_efflux_pumps|SITABCD,2|1243,2
